,id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,size
9376,26829,,O. Henry's Steak House,,RESTAURANT,O. Henry's,Folder; 8.5 x 11 inches; and folder; 5.5 x 8.5 inches,,Dieter Zander Collection; small folder is a wine list.,Zander 457 undated,,,,O. Henry's Steak House,,Dollars,$,complete,6,174,8.5 x 11.0
9377,26830,,Blum's,Lunch,RESTAURANT,Blum's ,Booklet; 7 x 14.75 inches,,Dieter Zander Collection.,Zander 500 undated,,,,Blum's,,Dollars,$,complete,9,241,7.0 x 14.75
9378,26831,,Hotel Vier Jahreszeiten,Breakfast,HOTEL,Hotel Vier Jahreszeiten,Folder; 6.5 x 9 inches,,Dieter Zander Collection.,Zander 279 undated,,,,Hotel Vier Jahreszeiten,,Deutsche Marks,DM,complete,3,54,6.5 x 9.0
9379,26832,,Hotel Vier Jahreszeiten,Afternoon tea,HOTEL,Hotel Vier Jahreszeiten,Booklet; 6 x 9.5 inches,,Dieter Zander Collection.,Zander 280 undated,,,,Hotel Vier Jahreszeiten,,Deutsche Marks,DM,complete,6,60,6.0 x 9.5
9380,26833,,Hotel Vier Jahreszeiten,Dinner,HOTEL,"Hotel Vier Jahreszeiten, Jahreszeiten Suite",Folder; 5.75 x 8.5 inches,,Dieter Zander Collection; menu specifically addressed to Herr Dieter Zander and Frau Claudia Grett.,Zander 281,,,1997-12-29,Hotel Vier Jahreszeiten,,,,complete,3,12,5.75 x 8.5
9381,26834,,Kleines Jacob,,RESTAURANT,Kleines Jacob,Folder; 9 x 13 inches,,Dieter Zander Collection; back is a series of portraits/charicatures.,Zander 282 undated,,,,Kleines Jacob,,Euros,€,complete,4,16,9.0 x 13.0
9382,26835,,L.W.C. Michelsen,,RESTAURANT,L.W.C. Michelsen,Folder; 7 x 10 inches,,Dieter Zander Collection.,Zander 283 undated,,,,L.W.C. Michelsen,,Deutsche Marks,DM,complete,4,121,7.0 x 10.0
9383,26836,,Muhlenkamper Fahrhaus,,RESTAURANT,Muhlenkamper Fahrhaus,Folder; 9.25 x 12.75 inches,,Dieter Zander Collection; includes a paper insert with additional menu items.,Zander 285,,,1967-08-05,Muhlenkamper Fahrhaus,,Deutsche Marks,DM,complete,5,193,9.25 x 12.75
9384,26837,,Onkel Hugo,,RESTAURANT,Onkel Hugo,Booklet; 4 x 7.75 inches,,"Dieter Zander Collection; first page is a photograph of Hugo Gerckens, founder of the family tradition.",Zander 286 undated,,,,Onkel Hugo,,Deutsche Marks,DM,complete,9,235,4.0 x 7.75
9385,26838,,Hotel Berlin,,"HOTEL,RESTAURANT",Restaurant Kroepels,Booklet; 9.5 x 12.5 inches,,Dieter Zander Collection.,Zander 287 undated,,,,Hotel Berlin,,Deutsche Marks,DM,complete,7,92,9.5 x 12.5
9386,26839,,Restaurant Wriedt,,RESTAURANT,Restaurant Wriedt,Folder; 8.25 x 10.75 inches,,Dieter Zander Collection.,Zander 288 undated,,,,Restaurant Wriedt,,Deutsche Marks,DM,complete,4,69,8.25 x 10.75
9387,26840,,Hotel Weinhaus,,"HOTEL,RESTAURANT",Zum Krug,Folder; 6 x 8.25 inches,,Dieter Zander Collection; daily specials menu only; owner: Josef Laufer.,Zander 290 undated,,,,Hotel Weinhaus,,Deutsche Marks,DM,complete,3,3,6.0 x 8.25
9388,26841,,Goldener Pflug,,RESTAURANT,Goldener Pflug,,,Dieter Zander Collection.,Zander 291 undated,,,,Goldener Pflug,,Deutsche Marks,DM,complete,3,76,
9389,26842,,Historisches Brauhaus Zum Kranz,,RESTAURANT,Historisches Brauhaus Zum Kranz,Tri-fold; 7 x 12.5 inches,,Dieter Zander Collection.,Zander 292,,,1995-04-16,Historisches Brauhaus Zum Kranz,,Deutsche Marks,DM,complete,6,83,7.0 x 12.5
9390,26843,,Hotel Frankfurter Hof,,HOTEL,"Hotel Frankfurter Hof, Beer Room",Tri-fold; 4 x 7.5 inches folded,,Dieter Zander Collection,Zander 252,,,1956-09-09,Hotel Frankfurter Hof,,Deutsche Marks,DM,complete,4,64,4.0 x 7.5
9391,26844,,Kafer-Schanke,,RESTAURANT,Kafer-Schanke,Booklet; 8.5 x 12 inches,,Dieter Zander Collection.,Zander 313,,,1976-06-03,Kafer Schanke,,Deutsche Marks,DM,complete,5,104,8.5 x 12.0
9392,26845,,P1,,RESTAURANT,P1,Card; shaped like a painter's pallet; approx. 13.5 x 9 inches; laminated,,Dieter Zander Collection.,Zander 317 undated,,,,P1,,Deutsche Marks,DM,complete,2,78,13.5 x 9.0
9393,26846,,Restaurant Konighof,,RESTAURANT,Restaurant Konighof,Folder; 5 x 8 inches,,Dieter Zander Collection.,Zander 318 undated,,,,Restaurant Konighof,,,,complete,2,7,5.0 x 8.0
9394,26847,,Spatenhaus an der Oper,,RESTAURANT,Spatenhaus an der Oper,Booklet; 9 x 13.25 inches,,Dieter Zander Collection; inside covers have photographs of the restaurant.,Zander 321 undated,,,,Spatenhaus An Der Oper,,Deutsche Marks,DM,complete,8,78,9.0 x 13.25
9395,26848,,Spatenhaus an der Oper,,RESTAURANT,Spatenhaus an der Oper,Booklet; 9 x 13.25 inches,,Dieter Zander Collection; includes a wine and drink menu; includes a paper insert with specials.,Zander 322 undated,,,,Spatenhaus An Der Oper,,Deutsche Marks,DM,complete,21,209,9.0 x 13.25
9396,26849,,Unknown,,FOREIGN,Unknown,Booklet; 8 x 11.75 inches,,Dieter Zander Collection; German wine guide; German wines are divided by region; 1 of 2.,Zander 380 undated,,,,Unknown,,Deutsche Marks,DM,complete,7,110,8.0 x 11.75
9397,26850,,Restaurant Antoine,,RESTAURANT,Restaurant Antoine,Folder; 9 x 11.5 inches,,Dieter Zander Collection; owner: Roy L. Alciatore.,Zander 403,,,1967-10-15,Restaurant Antoine,,Dollars,$,complete,4,195,9.0 x 11.5
9398,26851,,Peninsula Hotel,,"HOTEL,RESTAURANT",Adrienne,Folder; 10.5 x 14.25 inches,,Dieter Zander Collection; executive chef: Nicholas Rabalais.,Zander 404 undated,,,,Peninsula Hotel,,,,complete,4,22,10.5 x 14.25
9399,26852,,Akbar,,RESTAURANT,Akbar,Booklet; 11 x 16 inches; cover is laminated,,"Dieter Zander Collection; Mogul/North Indian cuisine; restaurant named for Akbar (r. 1556-1605), the greatest of the Grand Mogul Emperors.",Zander 405 undated,,,,Akbar,,Dollars,$,complete,8,88,11.0 x 16.0
9400,26853,,Aureole,,RESTAURANT,Aureole,Folder; 7 x 11.5 inches,,Dieter Zander Collection; embossed cover.,Zander 406 undated,,,,Aureole,,Dollars,$,complete,3,26,7.0 x 11.5
9401,26854,,Aureole,Dessert,RESTAURANT,Aureole,Folder; 9 x 12 inches,,Dieter Zander Collection; dessert menu.,Zander 407 undated,,,,Aureole,,Dollars,$,complete,3,69,9.0 x 12.0
9402,26855,,Brussels Restaurant,Dinner,RESTAURANT,Brussels Restaurant,Folder; 11 x 14 inches,,Dieter Zander Collection; includes an insert with the chef's suggestions.,Zander 409,,,1961-11-08,Brussels Restaurant,,Dollars,$,complete,3,143,11.0 x 14.0
9403,26856,,Cafe Chauveron,Dinner,RESTAURANT,Cafe Chauveron,Folder; 9.75 x 13.75 inches,,Dieter Zander Collection; back is a map of France.,Zander 410 undated,,,,Cafe Chauveron,,Dollars,$,complete,4,222,9.75 x 13.75
9404,26857,,Cavanagh's,,RESTAURANT,Cavanagh's,Folder; 10 x 14 inches,,Dieter Zander Collection; back is a wine and liquor list.,Zander 411,,,1955-01-23,Cavanagh's,,Dollars,$,complete,3,466,10.0 x 14.0
9405,26859,,Claude's,,RESTAURANT,Claude's,Folder; plastic sleeve with paper insert; 7.25 x 11.5 inches,,Dieter Zander Collection; includes two inserts: one with the carte du jour and one with a prix fixe menu.,Zander 415 undated,,,,Claude's,,Dollars,$,complete,7,87,7.25 x 11.5
9406,26860,,Danny's Hide-a-way,,RESTAURANT,Danny's Hide-a-way,Booklet; 10 x 12.75 inches,,Dieter Zander Collection; not a menu; booklet set up like a scrapbook of photographs and newspaper clippings related to the restaurant.,Zander 416 undated,,,,Danny's Hide A Way,,,,complete,12,0,10.0 x 12.75
9407,26861,,Delmonicos,,RESTAURANT,Delmonicos,Booklet; 10 x 14.25 inches; cover is laminated,,"Dieter Zander Collection; includes an insert with specialties of the day; last page is an excerpt from ""Delmonico's - A Century of Splendor"" by Lately Thomas.",Zander 417,,,,Delmonicos,,Dollars,$,complete,7,98,10.0 x 14.25
9408,26862,,Delmonicos,,RESTAURANT,Delmonicos,Booklet; 10 x 14.25 inches; cover is laminated,,"Dieter Zander Collection; includes insert with specialties of the day; last page is an excerpt from ""Delmonico's - A Century of Splendor"" by Lately Thomas.",Zander 418,,,1988-05-03,Delmonicos,,Dollars,$,complete,7,90,10.0 x 14.25
9409,26863,,Estiatorio Milos,,RESTAURANT,Estiatorio Milos,Booklet; 5.5 x 15 inches,,Dieter Zander Collection; wine menu.,Zander 419 undated,,,,Estiatorio Milos,,Dollars,$,complete,5,149,5.5 x 15.0
9410,26864,,Sweets Restaurant,,RESTAURANT,Sweets Restaurant,Folder; 9.25 x 12 inches,,Dieter Zander Collection; claims to be New York's oldest seafood restaurant.,Zander 481,,,1960-11-22,Sweets Restaurant,,Dollars,$,complete,3,289,9.25 x 12.0
9411,26865,,Silvermine Tavern,,RESTAURANT,Silvermine Tavern,Folder; 5 x 6 inches,,Dieter Zander Collection; wine list.,Zander 489 undated,,,,Silvermine Tavern,,Dollars,$,complete,4,9,5.0 x 6.0
9412,26866,,Senor Pico,,RESTAURANT,Senor Pico; Ghiradelli Square,"4 pieces; folder, 9 x 12 inches; 2 folders, 5.5 x 10 inches; folder, 5.25 x 7 inches",,Dieter Zander Collection; largest and smallest folders contain regular menu items; 2 medium folders are cocktail menus.,Zander 503,,,1966-01-17,Senor Pico,,Dollars,$,complete,9,185,4.0
9413,26867,,Serendipity 3,Lunch,RESTAURANT,Serendipity 3; 225 East 60th Street,Folder; 5.5 x 10 inches,,Dieter Zander Collection.,Zander 479 undated,,,,Serendipity 3,,Dollars,$,complete,4,56,5.5 x 10.0
9414,26868,,Shun Lee West,Pre Theatre,RESTAURANT,Shun Lee West,4 panels; folds out; 6 x 15 inches folded; black exterior; pink interior,,Dieter Zander Collection; pre theatre menu; cover is a gold dragon.,Zander 480 undated,,,,Shun Lee West,,Dollars,$,complete,5,82,4.0
9415,26869,,Fuchsen-Stuben,,RESTAURANT,Fuchsen-Stuben,Folder; 8.5 x 12 inches,,Dieter Zander Collection; back is an advertisement for Hotel Mark.,Zander 304,,,1965-08-29,Fuchsen Stuben,,Deutsche Marks,DM,complete,3,191,8.5 x 12.0
9416,26870,,Gasthaus Bogenhauser Hof,,RESTAURANT,Gasthaus Bogenhauser Hof,Folder; 9 x 13.25 inches,,Dieter Zander Collection; includes two paper inserts.,Zander 305 undated,,,,Gasthaus Bogenhauser Hof,,Deutsche Marks,DM,complete,6,50,9.0 x 13.25
9417,26871,,Hofbrauhaus,,RESTAURANT,Hofbrauhaus,Tri-fold; 8.25 x 11.75 inches folded,,Dieter Zander Collection; includes one paper insert.,Zander 306,,,1987-06-27,Hofbrauhaus,,Deutsche Marks,DM,complete,7,147,8.25 x 11.75
9418,26872,,Hofbrauhaus,,RESTAURANT,Hofbrauhaus,Tri-fold; 8.25 x 11.75 inches folded,,Dieter Zander Collection; back is a timeline for Hofbrauhause beginning in 1589.,Zander 307 undated,,,,Hofbrauhaus,,Deutsche Marks,DM,complete,6,210,8.25 x 11.75
9419,26873,,Hotel Vier Jahreszeiten,,"HOTEL,RESTAURANT",Restaurant Walterspiel,Card; 8.25 x 12.5 inches,,Dieter Zander Collection; evening menu; 1 of 2.,Zander 308,,,1969-12-08,Hotel Vier Jahreszeiten,,Deutsche Marks,DM,complete,2,100,8.25 x 12.5
9420,26874,,Hotel Vier Jahreszeiten,,"HOTEL,RESTAURANT",Restaurant Walterspiel,Folder; 9.5 x 14.5 inches,,Dieter Zander Collection; includes a daily menu insert.,Zander 309,,,1986-01-01,Hotel Vier Jahreszeiten,,Deutsche Marks,DM,complete,6,102,9.5 x 14.5
9421,26875,,Hotel Vier Jahreszeiten,,"HOTEL,RESTAURANT",Jareszeiten Eck,Folder; 12 x 9.75 inches,,Dieter Zander Collection.,Zander 310,,,1974-06-24,Hotel Vier Jahreszeiten,,Deutsche Marks,DM,complete,5,52,12.0 x 9.75
9422,26876,,Hotel Frankfurter Hof,,HOTEL,Frankfurter Stubb,Folder; 5.75 x 8.25 inches,,"Dieter Zander Collection; not a menu; no food items listed; inside is a poem entitled ""History of the Zappel-Philipp"".",Zander 255 undated,,,,Hotel Frankfurter Hof,,,,complete,4,0,5.75 x 8.25
9423,26877,,Hotel Frankfurter Hof,,HOTEL,Hotel Frankfurter Hof,Booklet; 8.5 x 6 inches,,Dieter Zander Collection.,Zander 260,,,,Hotel Frankfurter Hof,,Deutsche Marks,DM,complete,15,211,8.5 x 6.0
9424,26878,,Statler Hilton,Room service,HOTEL,Statler Hilton,Folder; 9.5 x 12.5 inches,,Dieter Zander Collection.,Zander 389,,,,Statler Hilton,,Dollars,$,complete,2,81,9.5 x 12.5
9425,26879,,Applebys,,RESTAURANT,Applebys,Folder; 7.25 x 10.25; laminated,,Dieter Zander Collection.,Zander 390 undated,,,,Applebys,,Dollars,$,complete,4,86,7.25 x 10.25
9426,26880,,Don the Beachcomber,,RESTAURANT,Don the Beachcomber,Booklet; 10 x 12.5 inches,,Dieter Zander Collection; includes a short history of the restaurant and an illustrated drink menu.,Zander 391,,,1965-01-06,Don The Beachcomber,,Dollars,$,complete,12,169,10.0 x 12.5
9427,26881,,Gosman's Dock,,RESTAURANT,Gosman's Dock,Folder; 9 x 12 inches,,Dieter Zander Collection; prices written in by hand.,Zander 401,,,,Gosman's Dock,,Dollars,$,complete,3,53,9.0 x 12.0
9428,26882,,Cafe del Sol,,RESTAURANT,Cafe del Sol,Newspaper; 11.5 x 8 inches folded,,"Dieter Zander Collection; front page contains a history of Santa Barbara and Montecito, a description of the cafe, and a short note about the food; inside pages list the food items; back page lists beer, wine, and cocktails; 1 of 2.",Zander 402,,,1967-10-10,Cafe Del Sol,,Dollars,$,complete,3,87,11.5 x 8.0
9429,26883,,Osteria del Circo,Dinner,RESTAURANT,Osteria del Circo,"3pieces; folder, 9.75 x 15.5 inches; folder, 7.5  x 14 inches; folder, 5 x 9 inches",,Dieter Zander Collection; smallest folder is empty with two pockets (for the bill?); medium folder is the drink and dessert menu; large folder is the main menu.,Zander 462 undated,,,,Osteria Del Circo,,Dollars,$,complete,12,111,3.0
9430,26884,,The Plaza Hotel,,"HOTEL,RESTAURANT",Oyster Bar,Booklet; 8 x 14 inches,,Dieter Zander Collection; back contains the story of the Oyster Bar.,Zander 463 undated,,,,The Plaza Hotel,,Dollars,$,complete,8,91,8.0 x 14.0
9431,26885,,Paradis Barcelona,Dinner,RESTAURANT,Paradis Barcelona,Folder; 9 5 x 14 inches,,Dieter Zander Collection; cover painting by Jordi Rollan.,Zander 465,,,1991-04-04,Paradis Barcelona,,Dollars,$,complete,5,94,9.0
9432,26886,,Park Avenue Cafe Townhouse,,RESTAURANT,Park Avenue Cafe Town House,Folder; 12 x 10 inches,,Dieter Zander Collection.,Zander 466,,,2001-03-11,Park Avenue Cafe Townhouse,,Dollars,$,complete,4,65,12.0 x 10.0
9433,26887,,Raga,,RESTAURANT,Raga; 57 West 48th Street,"2 pieces; booklet, 10.5 x 15 inches; folder, 5.5 x 8.5 inches",,Dieter Zander Collection; menu decorated with traditional Indian instruments.,Zander 469 undated,,,,Raga,,Dollars,$,complete,13,123,2.0
9434,26888,,Restaurant Laurent,,RESTAURANT,Restaurant Laurent; 111 East 56th Street,Folder; 10 x 13.25 inches,,Dieter Zander Collection.,Zander 471 undated,,,,Restaurant Laurent,,Dollars,$,complete,4,86,10.0 x 13.25
9435,26889,,Robata Restaurant,Dinner,RESTAURANT,Robata Restaurant,Tri-fold; 9 x 12 inches folded; laminated,,Dieter Zander Collection; cover illustration is a traditional Japanese farm house that folds open from the center.,Zander 472 undated,,,,Robata Restaurant,,Dollars,$,complete,5,59,9.0 x 12.0
9436,26890,,Russian Tea Room,Dinner,RESTAURANT,Russian Tea Room; 150 West 57th Street,Folder; 9.5 x 12.5 inches,,Dieter Zander Collection; Russian specialties are described on the back of the menu.,Zander 474 undated,,,,Russian Tea Room,,Dollars,$,complete,4,76,9.5 x 12.5
9437,26891,,Russian Tea Room,,RESTAURANT,Russian Tea Room; 150 West 57th Street,Folder; 5.5 x 6 inches; gold cord,,Dieter Zander Collection; vodka drinks menu.,Zander 475 undated,,,,Russian Tea Room,,Dollars,$,complete,3,30,5.5 x 6.0
9438,26892,,Russian Tea Room,,RESTAURANT,Russian Tea Room; 150 West 57th Street,Folder; 5.5 x 6 inches; gold cord,,Dieter Zander Collection; vodka drinks menu.,Zander 476 undated,,,,Russian Tea Room,,Dollars,$,complete,3,31,5.5 x 6.0
9439,26893,,Russian Tea Room,,RESTAURANT,Russian Tea Room; 150 West 57th Street,Card; 7.5 x 10.5 inches,,"Dieter Zander Collection; vodka drinks menu; cover painting entitled ""Portrait of Madame Lemaitre,"" 1929, Marcel Gromaire.",Zander 477 undated,,,,Russian Tea Room,,Dollars,$,complete,2,44,7.5 x 10.5
9440,26894,,Russian Tea Room,,RESTAURANT,Russian Tea Room; 150 West 57th Street,Folder; 5.25 x 7.5 inches; gold cord,,Dieter Zander Collection; wine menu.,Zander 478,,,1976-11-01,Russian Tea Room,,Dollars,$,complete,2,31,5.25 x 7.5
9441,26896,,Hotel Schwarzer Bock,Room service,HOTEL,Hotel Schwarzer Bock,Folder; 5.75 x 8.25 inches,,Dieter Zander Collection; room service menu.,Zander 343 undated,,,,Hotel Schwarzer Bock,,Deutsche Marks,DM,complete,2,33,5.75 x 8.25
9442,26897,,Hotel Nassaur Hof,,"HOTEL,RESTAURANT",Le Gourmet,Folder; 9 x 12 inches,,Dieter Zander Collection; includes a paper insert.,Zander 344,,,1977-01-01,Hotel Nassaur Hof,,Deutsche Marks,DM,complete,4,65,9.0 x 12.0
9443,26898,,Orangerie,,RESTAURANT,Orangerie,Booklet; 10.25 x 14 inches,,Dieter Zander Collection.,Zander 345,,,1992-05-21,Orangerie,,Deutsche Marks,DM,complete,7,41,10.25 x 14.0
9444,26899,,Ratskeller,,RESTAURANT,Ratskeller,Tri-fold; 8.25 x 11.75 inches folded,,Dieter Zander Collection.,Zander 346 ,,,1976-04-10,Ratskeller,,Deutsche Marks,DM,complete,6,155,8.25 x 11.75
9445,26900,,Patrizier,,RESTAURANT,Patrizier,Folder; 8.25 x 11.75 inches,,Dieter Zander Collection.,Zander 366,,,1965-07-13,Patrizier,,Deutsche Marks,DM,complete,4,136,8.25 x 11.75
9446,26901,,Restaurant Zum Hanseaten,,RESTAURANT,Restaurant Zum Hanseaten,Booklet; 8.25 x 11.75 inches,,Dieter Zander Collection; back page is advertisements.,Zander 367 undated,,,,Restaurant Zum Hanseaten,,Deutsche Marks,DM,complete,7,173,8.25 x 11.75
9447,26902,,King's Arms Tavern,,,King's Arms Tavern,Folder; 5.5 x 10.5 inches,,Dieter Zander Collection; cover is the Coat of Arms of Great Britain; back is a history of the tavern.,Zander 536,,,1968-12-14,King's Arms Tavern,,Dollars,$,complete,4,26,5.5 x 10.5
9448,26903,,Ernest Marples Cellars,,,Ernest Marples Cellars,Folder; 8.5 x 11 inches,,Dieter Zander Collection; wine cellar.,Zander 553 undated,,,,Ernest Marples Cellars,,,,complete,6,16,8.5 x 11.0
9449,26904,,Seehotel Uberfahrt,,HOTEL,Seehotel Uberfahrt,Booklet; 6 x 8.25 inches,,"Dieter Zander Collection; cover image is of Egern in 1860, after a lithograph by J. Wolflin.  ",Zander 369,,,1974-04-24,Seehotel Uberfahrt,,,,complete,4,9,6.0 x 8.25
9450,26905,,Steigenberger Hotels,Breakfast,HOTEL,Steigenberger Hotels,Folder; 5.25 x 8.25 inches; laminated,,Dieter Zander Collection; cover and back are set like a breakfast tray with photographs of breakfast foods.,Zander 370 undated,,,,Steigenberger Hotels,,Deutsche Marks,DM,complete,3,57,5.25 x 8.25
9451,26907,,Hotel du Palais,Dinner,"HOTEL,RESTAURANT",Hotel du Palais; 1 Avenue de l'Imperatrice,Folder; 6 x 8.75 inches,,Dieter Zander Collection; unpriced menu.,Zander 556 ,,,,Hotel Du Palais,,,,complete,4,8,6.0 x 8.75
9452,26908,,Eden Roc,,RESTAURANT,Eden Roc,Tri-fold; 4 x 8.5 inches,,Dieter Zander Collection.,Zander 557,,,1968-08-01,Eden Roc,,Francs,FF,complete,4,52,4.0 x 8.5
9453,26909,,Eden Roc,Dinner,RESTAURANT,Eden Roc,Folder; 10.5 x 14.5 inches,,Dieter Zander Collection.,Zander 558,,,,Eden Roc,,Francs,FF,complete,3,83,10.5 x 14.5
9454,26911,,Taverne Provence,,,Taverne Provence,Folder; 8.5 x 11 inches,,Dieter Zander Collection.,Zander 560,,,1968-08-21,Taverne Provence,,Francs,FF,complete,3,60,8.5 x 11.0
9455,26912,,Hotel Bel-Air,,"HOTEL,RESTAURANT",Le Cap,Folder; 9.25 x 14.5 inches; blue cord,,Dieter Zander Collection.,Zander 561 undated,,,,Hotel Bel Air,,Francs,FF,complete,4,48,9.25 x 14.5
9456,26913,,Jacques et Alain PIC,,,Jacques et Alain PIC,Folder; 10.25 x 15 inches,,"Dieter Zander Collection; cover painting entitled ""La Bouillie"" by Jean-Francois Millet.",Zander 562 undated,,,,Jacques Et Alain Pic,,Francs,FF,complete,3,34,10.25 x 15.0
9457,26914,,Palais Mongelas,,"HOTEL,RESTAURANT",Garden Restaurant,Booklet; 9.25 x 16.25 inches,,Dieter Zander Collection.,Zander 315 undated,,,,Palais Mongelas,,Deutsche Marks,DM,complete,5,43,9.25 x 16.25
9458,26915,,Zum Dortmunder,,RESTAURANT,Zum Dortmunder,Tri-fold; 7.75 x 16 inches,,Dieter Zander Collection; cover is a sketch of the restaurant; back is an advertisement for Dortmunder Union beer.,Zander 347 undated,,,,Zum Dortmunder,,Deutsche Marks,DM,complete,7,172,7.75 x 16.0
9459,26916,,The Woodstock Inn,Dinner,HOTEL,The Woodstock Inn,Broadside; paper; 7.5 x 11.5 inches,,Dieter Zander Collection.,Zander 515,,,1967-09-04,The Woodstock Inn,,Dollars,$,complete,1,49,7.5 x 11.5
9460,26917,,B.C.C.,Lunch,,B.C.C.,Broadside; 9.5 x 14.5 inches,,Dieter Zander Collection; non-priced menu.,Zander 517,,,1971-07-01,B.C.C.,,,,complete,1,68,9.5 x 14.5
9461,26918,,Charley Brown's,Dinner,RESTAURANT,Charley Brown's,Broadside; 8.5 x 13 inches,,Dieter Zander Collection.,Zander 525 undated,,,,Charley Brown's,,Dollars,$,complete,1,25,8.5 x 13.0
9462,26919,,Bistrot Gould,,"FOREIGN,RESTAURANT","restaurant, Bistrot Gould, France","Folder, wood and paper, 9.5 x 13 inches",,Dieter Zander Collection; front and back covers made of wood; painting on cover; menu pages in plastic page protectors; menu pages are word processed with some handwritten detail; some photographs accompany food item descriptions,Zander 666,,,,Bistrot Gould,,Francs,FF,complete,14,224,9.5 x 13.0
9463,26920,,Pichlmaier,,RESTAURANT,Pichlmaier,Booklet; 11 x 15 inches,,Dieter Zander Collection; cover is a painting of the restaurant from 1986.,Zander 204 undated,,,,Pichlmaier,,Austrian Schillings,S,complete,9,61,11.0 x 15.0
9464,26921,,Hotel Sacher,,HOTEL,Hotel Sacher,Booklet; 9.5 x 13 inches,,Dieter Zander Collection; image on the second page of the world famous table-cloth of Anna Sacher; mold on inside of last page.,Zander 218,,,1981-01-03,Hotel Sacher,,Austrian Schillings,S,complete,8,97,9.5 x 13.0
9465,26922,,Krone,,RESTAURANT,Krone,Tri-fold; 7.5 x 11 inches; laminated,,Dieter Zander Collection; includes insert with house specials.,Zander 223,,,,Krone,,Deutsche Marks,DM,complete,4,115,7.5 x 11.0
9466,26923,,Four Seasons Hotel,,HOTEL,Four Seasons Hotel,Booklet; 6 x 8.25 inches,,"Dieter Zander Collection; bar menu; cover is an image with a caption that reads ""Room with a view"".",Zander 225 undated,,,,Four Seasons Hotel,,Deutsche Marks,DM,complete,6,84,6.0 x 8.25
9467,26924,,Falcke Charlottenburger Pilsner-Stuben,,,Falcke Charlottenburger Pilsner-Stuben,Folder; 5 x 12 inches,,Dieter Zander Collection.,Zander 226 undated,,,,Falcke Charlottenburger Pilsner Stuben,,Deutsche Marks,DM,complete,4,154,5.0 x 12.0
9468,26925,,Restaurant Ritz,,RESTAURANT,Restaurant Ritz,Booklet; 4.5 x 10 inches,,Dieter Zander Collection; menu items from multiple countries in corresponding languages.,Zander 232 undated,,,,Restaurant Ritz,,Deutsche Marks,DM,complete,5,69,4.5 x 10.0
9469,26926,,Brauerie Zum Schiffchen,,RESTAURANT,Brauerie Zum Schiffchen,Folder; plastic sleeves with paper insert; 8.5 x 12.25 inches,,Dieter Zander Collection; includes three paper inserts.,Zander 242,,,1965-09-15,Brauerie Zum Schiffchen,,Deutsche Marks,DM,complete,7,334,8.5 x 12.25
9470,26927,,Hotel Erbprinz,,HOTEL,Hotel Erbprinz,Folder; 6.5 x 4.75 inches,,Dieter Zander Collection; not a menu; no food items listed; back is an area map.,Zander 250 undated,,,,Hotel Erbprinz,,,,complete,4,0,6.5 x 4.75
9471,26928,,Bratwursgloctle am Goethehaus,,RESTAURANT,Bratwursgloctle am Goethehaus,Folder; 9.75 x 12 inches,,Dieter Zander Collection,Zander 253,,,1969-08-21,Bratwursgloctle Am Goethehaus,,Deutsche Marks,DM,complete,3,111,9.75 x 12.0
9472,26929,,Fischereihafen Restaurant,,RESTAURANT,Fischereihafen Restaurant,Folder; 9.75 x 18 inches,,Dieter Zander Collection.,Zander 277 undated,,,,Fischereihafen Restaurant,,Deutsche Marks,DM,complete,3,110,9.75 x 18.0
9473,26930,,Fischereihafen Restaurant,,RESTAURANT,Fischereihafen Restaurant,Folder; 9.75 x 18 inches,,Dieter Zander Collection.,Zander 278 undated,,,,Fischereihafen Restaurant,,Deutsche Marks,DM,complete,3,226,9.75 x 18.0
9474,26931,,Schlosshotel Kronberg,,HOTEL,Schlosshotel Kronberg,Tri-fold; 8 x 11 inches folded,,Dieter Zander Collection; includes a paper insert with specials.,Zander 293 undated,,,,Schlosshotel Kronberg,,Deutsche Marks,DM,complete,7,208,8.0 x 11.0
9475,26932,,Bareschuur,,RESTAURANT,Bareschuur,Tri-fold; 10 x 13.5 inches folded,,Dieter Zander Collection; cover artwork is an image of a bear.,Zander 294 undated,,,,Bareschuur,,Deutsche Marks,DM,complete,5,137,10.0 x 13.5
9476,26933,,La Galleria,,RESTAURANT,La Galleria,Booklet; 8.25 x 11.5 inches,,Dieter Zander Collection.,Zander 295 undated,,,,La Galleria,,Deutsche Marks,DM,complete,6,78,8.25 x 11.5
9477,26934,,Bayerischer Donisl,,RESTAURANT,Bayerischer Donisl,Folder; 11.75 x 8.25 inches; laminated,,Dieter Zander Collection; includes a paper insert.,Zander 296 undated,,,,Bayerischer Donisl,,Deutsche Marks,DM,complete,5,130,11.75 x 8.25
9478,26935,,Bayerischer Donisl,,RESTAURANT,Bayerischer Donisl,Folder; 11.75 x 8.25 inches; laminated,,Dieter Zander Collection; includes two paper inserts.,Zander 297,,,1987-06-25,Bayerischer Donisl,,Deutsche Marks,DM,complete,6,154,11.75 x 8.25
9479,26936,,Bogner,,RESTAURANT,Bogner,Accordian fold; 5 x 11.75 inches,,Dieter Zander Collection.,Zander 298 undated,,,,Bogner,,Deutsche Marks,DM,complete,5,227,5.0 x 11.75
