id,physical_description,size
13112,BROADSIDE; ILLUS; COL; 5.25 X 8.5;, 5.25 X 8.5
13113,BROADSHEET; ILLUS; COL; 5.25 X 8.5;, 5.25 X 8.5
13114,BROADSIDE; ILLUS; COL; 5 X 7;, 5 X 7
13115,BROADSIDE; FLAG ILLUS; 5.25 X 8.5;, 5.25 X 8.5
13116,BROADSHEET;FLAG ILLUS; 5.25 X 8.5;, 5.25 X 8.5
13117,BROADSIDE; ILLUS OF HOTEL; 8 X 11;, 8 X 11
13118,CARD; 4.5X7.25;, 4.5X7.25
13119,CARD; 5.5X8.5;, 5.5X8.5
13120,CARD; 6.0X9.5;, 6.0X9.5
13121,BROADSHEET; 7.0X11.0;, 7.0X11.0
13122,CARD; 6.75X11.0;, 6.75X11.0
13123,CARD; ILLUS; COL; 4.25X6;, 4.25X6
13124,,
13125,CARD; 5 X 8; ILLUS;, ILLUS
13126,CARD; 4 X 6.25;, 4 X 6.25
13127,CARD; 4.5 X 7.25;, 4.5 X 7.25
13128,CARD; 4.5 X 6.5;, 4.5 X 6.5
13129,CARD; 4.5 X 7.25;, 4.5 X 7.25
13130,CARD; 4.5 X 7;, 4.5 X 7
13134,CARD; 4.5 X 7;, 4.5 X 7
13136,CARD;ILL;COL;4.25X6.5;,4.25X6.5
13141,FOLDER; 4.5 X 10.75;, 4.5 X 10.75
13142,CARD; 5.25 X 6.25;, 5.25 X 6.25
13146,BROADSIDE; ILLUS; 4.5 X 7.5;, 4.5 X 7.5
13148,BROADSIDE; ILLUS; COL; 5 X 8.5;, 5 X 8.5
13149,BROADSIDE; ILLUS; COL; 5.25 X 8.5;, 5.25 X 8.5
13150,BOOKLET;ILLUS; COL; 5 X 7;, 5 X 7
13154,CARD;6X10;,6X10
13155,BROADSIDE; 6 X 9.25;, 6 X 9.25
13157,BROADSIDE; HOTEL EMBLEM; 4 X 6.25;, 4 X 6.25
13162,BROADSIDES (6); 4.0X12.5;, 4.0X12.5
13166,BROADSHEET; 6.0X9.0;, 6.0X9.0
13167,FOLDER; ILLUS; 4.75X7.25;, 4.75X7.25
13170,BROADSIDE; 4.5X7.25;, 4.5X7.25
13171,BROADSIDE; ILLUS; COL; 4X9;, 4X9
13172,BROADSIDE; ILLUS; COL; 4.5X9;, 4.5X9
13175,BROADSIDE; 7X12;, 7X12
13181,FOLDER;ILL;6X7.5;,6X7.5
13182,CARD;ILL;5X7;,5X7
13183,,
13185,BOOKLET; ILLUS; COL; 6.75X7.0;, 6.75X7.0
13186,BROADSIDE; ILLUS; COL; 5.5X7.0;, 5.5X7.0
13189,BROADSIDE; 4.75X7.5;, 4.75X7.5
13191,CARD;4.5X7;,4.5X7
13192,FOLDER; ILLUS; COL; 6.5X9.5;, 6.5X9.5
13193,BROADSIDE; ILLUS; 5.5X8.5;, 5.5X8.5
13194,CARD; 5.0X8.0;, 5.0X8.0
13195,CARD; 5.25 X 9.75;, 5.25 X 9.75
13196,CARD; 4 X 7;, 4 X 7
13197,CARD; ILLUS; 4.5X8.0;, 4.5X8.0
13198,FOLDER; ILLUS; COL; 5.5X8.0;, 5.5X8.0
13199,CARD; 4.5X7.0;, 4.5X7.0
13201,FOLDER; ILLUS; COL; 5.75X7.25;, 5.75X7.25
13202,CARD; ILLUS; 4.5X7.0;, 4.5X7.0
13203,FOLDER; ILLUS; 7.0X11.0;, 7.0X11.0
13205,BROADSIDE; ILLUS; 5.5X9.0;, 5.5X9.0
13206,CARD; 3.5X4.75;, 3.5X4.75
13207,BROADSIDE; ILLUS; 4.0X7.5;, 4.0X7.5
13208,BROADSHEET; ILLUS; 5.0X10.0;, 5.0X10.0
13209,FOLDER; ILLUS; 5.5X7.0;, 5.5X7.0
13211,BROADSIDE; EMBLEM; 5.5 X 8.5;, 5.5 X 8.5
13212,FOLDER; 4.75 X 7;, 4.75 X 7
13214,FOLDER;ILLUS; COL; 5.5 X 7;, 5.5 X 7
13215,FOLDER; ILLUS; COL; 5.25 X 8.75;, 5.25 X 8.75
13216,FOLDER; ILLUS.COVER; COL; 5 X 7.5;, 5 X 7.5
13217,FOLDER;ILLUS;4.5X7;,4.5X7
13218,CARD;ILLUS;COL;3.75X5.75;,3.75X5.75
13219,CARD; ILLUS; 5.5X9.75;, 5.5X9.75
13221,CARD; ILLUS; COL; 5.5X6.75;, 5.5X6.75
13222,CARD; ILLUS; COL; 5.5X6.75;, 5.5X6.75
13224,CARD; 4.75X6.75;, 4.75X6.75
13225,CARD; 4.25X7;, 4.25X7
13226,CARD; ILLUS; COL; 5.5X7;, 5.5X7
13227,CARD; ILLUS; COL; 5.5X8;, 5.5X8
13228,CARD; 5.5X9.5;, 5.5X9.5
13229,CARD; 5.5X9.5;, 5.5X9.5
13230,CARD; 5.5X8;, 5.5X8
13231,FOLDER; ILLUS; COL; 3.75X5.5;, 3.75X5.5
13232,,
13233,FOLDER; 5.75X10.25;, 5.75X10.25
13234,CARD; ILLUS; 3.75X5.5;, 3.75X5.5
13236,CARD;EMBLEM; 4 X 5.75;, 4 X 5.75
13239,BROADSHEET; ILLUS. OF JAPANESE CHILDREN IN COLOR; 10 X 9.5;, 10 X 9.5
13241,BROADSIDE; CLUB'S EMBLEM; 5 X 7.5;, 5 X 7.5
13242,BROADSHEET; ILLUS; 5 X 9.5;, 5 X 9.5
13246,CARD; ILLUS; COL; 5X8.5;, 5X8.5
13247,FOLDER; ILLUS; COL; 5X6.5;, 5X6.5
13248,CARD; ILLUS; COL; 5X8;, 5X8
13249,CARD; ILLUS; COL; 5X7;, 5X7
13250,FOLDER; ILLUS; 4.75X6.25;, 4.75X6.25
13251,FOLDER; ILLUS; COL; 5.5X7;, 5.5X7
13252,FOLDER; ILLUS; COL; 4.5X6.25;, 4.5X6.25
13253,CARD; ILLUS; COL; 3.5X6.25;, 3.5X6.25
13254,CARD; 4.5X6.5;, 4.5X6.5
13255,CARD; ILLUS; 5.25X8.5;, 5.25X8.5
13256,CARD; ILLUS; 5.5X9.5;, 5.5X9.5
13257,CARD; ILLUS; COL; 5.25X8;, 5.25X8
13258,CARD;ILLUS;COL;5.5X8;,5.5X8
13259,CARD; ILLUS; COL; 5.5X9.25;, 5.5X9.25
13260,CARD; ILLUS; 4.5X7.5;, 4.5X7.5
13261,CARD; ILLUS; 4.5X7.5;, 4.5X7.5
13262,CARD; COL; ILLUS; 5.5 X 9.25;, 5.5 X 9.25
13263,CARD; ILLUS; 4.5 X 7.5;, 4.5 X 7.5
13264,BROADSIDE; 5.5 X 7.75;, 5.5 X 7.75
13266,CARD; ILLUS; COL; 4.5X7.25;, 4.5X7.25
13267,BOOKLET; ILLUS; COL; 5.5X8.5;, 5.5X8.5
13268,CARD; ILLUS; COL; 4.5 X 7.5;, 4.5 X 7.5
13269,CARD; 5.25 X 7;, 5.25 X 7
13270,"CARD; 5,25 X 7;"," 5,25 X 7"
13271,CARD; ILLUS; 5.75 X 7.5;, 5.75 X 7.5
13272,FOLDER; COL; ILLUS; 6.5 X 9;, 6.5 X 9
13273,CARD; 5.25X7.5;, 5.25X7.5
13274,CARD; COL; ILLUS; 5 X 7;, 5 X 7
13275,CARD; ILLUS; COL; 5.5X6.75;, 5.5X6.75
13276,CARD; 4.5 X 7;, 4.5 X 7
13277,CARD; 5 X 9;, 5 X 9
13278,CARD; 4 X 7;, 4 X 7
13279,CARD; 7 X 10;, 7 X 10
13280,FOLDER; ILLUS; 4.5 X 7;, 4.5 X 7
13281,CARD; 5 X 9.5;, 5 X 9.5
13282,CARD; 5 X 8.5;, 5 X 8.5
13283,CARD; ILLUS; COL; 5.5 X 8;, 5.5 X 8
13288,BROADSIDE; ILLUS BORDER; 5.5 X 7.75;, 5.5 X 7.75
13289,BROADSIDE; ILLUS; COL; 5.5 X 8.25;, 5.5 X 8.25
13291,BROADSIDE; ILLUS. BORDER; 5.25 X 7.75;, 5.25 X 7.75
13292,FOLDER; EMBLEM; 6.5 X 11;, 6.5 X 11
13293,BROADSIDE; ILLUS; COL; 5 X 8;, 5 X 8
13294,BROADSIDE; ILLUS; COL; 5 X 8;, 5 X 8
13295,BROADSHEET; ILLUS; COL; 5.5 X 8;, 5.5 X 8
13296,BOOKLET; EMBLEM; COL; 4 PAGES; 3.25 X 6.5;, 3.25 X 6.5
13297,CARD;ILLUS;COL;5X8;,5X8
13298,FOLDER;ILLUS;COL;5.5X8.25,COL
13301,BROADSIDE; ILLUS; 4.5X7.25;, 4.5X7.25
13302,BROADSIDE; 6X9.5;, 6X9.5
13304,CARD; COL; ILLUS; 5 X 7;, 5 X 7
13305,"FOLDER, ILLUS; 5.5 X 7;", 5.5 X 7
13306,FOLDER; ILLUS; 5.5 X 8;, 5.5 X 8
13307,BROADSHEET; 6X8.5;, 6X8.5
13308,BROADSIDE; 4.X 7;, 4.X 7
13310,CARD; 3.25 X 5.25;, 3.25 X 5.25
13311,FOLDER; ILLUS COVER; 3 X 7.75;, 3 X 7.75
13312,BROADSIDE; ILLUS; COL; 5.25 X 8;, 5.25 X 8
13313,BROADSIDE; ILLUS; COL; 5 X 7.5;, 5 X 7.5
13314,BROADSIDE; ILLUS; COL; 5.5 X 8;, 5.5 X 8
13315,BROADSHEET; ILLUS OF JAPANESE CHILDREN; COL; 1O X 9.5;, 1O X 9.5
13316,BROADSIDE; ILLUS. BORDER; COL; 5 X 7.5;, 5 X 7.5
13317,BROADSIDE; ILLUS BORDER; COL; 5.25 X 7.5;, 5.25 X 7.5
13318,BROADSIDE; ILLUS;COL; 5.25 X 7.5;, 5.25 X 7.5
13319,BROADSIDE; ILLUS;COL; 5.25 X 7.5;, 5.25 X 7.5
13320,BROADSHEET;5.5X7.75;,5.5X7.75
13323,CARD;ILLUS;4.75X6.5;,4.75X6.5
13328,FOLDER;ILLUS;COL;6.25X8;,6.25X8
13329,FOLDER;ILLUS;5.5X6.5;,5.5X6.5
13330,BOOKLET;ILLUS;COL;5.5X7.5;,5.5X7.5
13331,CARD;ILLUS;COL;6X7.75;,6X7.75
13332,BOOKLET;ILLUS;COL;5.5X6.75;,5.5X6.75
13334,FOLDER;ILLUS;COL;6X11.75;,6X11.75
13335,FOLDER;ILLUS;COL;4.5X3.25;,4.5X3.25
13337,CARD; ILLUS; COL; 5.5X8;, 5.5X8
13338,CARD; ILLUS; 5X7.5;, 5X7.5
13339,CARD; ILLUS; 5X7.5;, 5X7.5
13340,CARD; ILLUS; COL; 5.25X8;, 5.25X8
13341,CARD; ILLUS; 5.5 X 7.5;, 5.5 X 7.5
13342,CARD; 4.5 X 7.75;, 4.5 X 7.75
13343,CARD;ILLUS;5.25X7.5;,5.25X7.5
13344,CARD;ILLUS;COL;4X6.25;,4X6.25
13349,FOLDER; ILLUS; COL; 5 X 8;, 5 X 8
13351,FOLDER; ILLUS; COL; 5.5 X 9;, 5.5 X 9
13352,FOLDER; ILLUS; COL; 5.75X7.75;, 5.75X7.75
13354,BOOKLET; ILLUS; COL; 6.5 X 9.25, COL
13355,BOOKLET; ILLUS; COL; 6.25 X 9;, 6.25 X 9
13356,CARD; COL; ILLUS; 6 X 8;, 6 X 8
13357,BROADSIDE; 8 X 10;, 8 X 10
13378,CARD; 4.25 X 6.5;, 4.25 X 6.5
13379,CARD; 4.25 X 6.5;, 4.25 X 6.5
13384,FOLDER;6.5X10.5;,6.5X10.5
13389,CARD;ILLUS;COL;4X6.25;,4X6.25
13391,CARD;ILLUS;COL;4X6.25;,4X6.25
13392,CARD;4.5X7.5;,4.5X7.5
13393,CARD;4.25X7;,4.25X7
13394,BROADSIDE; EMBLEM COL; 5.5 X 7;, 5.5 X 7
13395,BROADSIDE; EMBLEM COL; 5.5 X 7;, 5.5 X 7
13396,BROADSIDE EMBLEM COL; 5.5 X 7;, 5.5 X 7
13398,CARD; COL; 4.75 X 7.25;, 4.75 X 7.25
13399,CARD; ILLUS; 3.75 X 6;, 3.75 X 6
13400,CARD; COL; 4.25 X 6.25;, 4.25 X 6.25
13401,CARD; COL; 4.25 X 6.25;, 4.25 X 6.25
13403,CARD; 4.5 X 7.5;, 4.5 X 7.5
13405,BROADSIDE;ILLUS;4.5 X 7.5;,4.5 X 7.5
13406,BROADSIDE; ENGRAVED EMBLRM; COL; 5 X 7;, 5 X 7
13407,BROADSIDE; ENGRAVED EMBLEM; COL; 5.5 X 7.75;, 5.5 X 7.75
13410,BROADSIDE; 5 X 7.5;, 5 X 7.5
13412,BROADSIDE; ILLUS; 4.5 X 7.25;, 4.5 X 7.25
13413,BROADSHEET;ILLUS IN COLOR;  JAPANESE SCENES; 10 X 9.5;, 10 X 9.5
13414,BROADSIDE; COL; 5.25 X 9;, 5.25 X 9
13415,BROADSHEET; COL; 6.5 X 10.5;, 6.5 X 10.5
13416,CARD;ILLUS; COL; 5.5 X 8.5;, 5.5 X 8.5
13417,FOLDER; LLUS; COL; 5 X 7.5;, 5 X 7.5
13418,CARD;ILLUS; COL; 5.5 X 8.5;, 5.5 X 8.5
13419,CARD;ILLUS; COL; 5.5 X 8.5;, 5.5 X 8.5
13420,CARD;ILLUS; COL; 5.5 X 8.5;, 5.5 X 8.5
13421,CARD; COL; 4.25 X 7;, 4.25 X 7
13423,CARD; 4.25 X 6.5;, 4.25 X 6.5
13424,FOLDER; 3.5X7.75;, 3.5X7.75
13425,BROADSHEET; 5.25X7.5;, 5.25X7.5
13426,CARD; 4.75X6.5;, 4.75X6.5
13429,CARD; 5X7.25;, 5X7.25
13430,BROADSHEET; ILLUS; COL; 5.25X7.5;, 5.25X7.5
13431,FOLDER; ILLUS; COL; 5.75X8.75;, 5.75X8.75
13433,CARD; ILLUS; COL; 5.25 X 7.5;, 5.25 X 7.5
13435,BROADSIDE; 5 X 8;, 5 X 8
13436,CARD; ILLUS; COL; 4.5 X 7.5;, 4.5 X 7.5
13437,CARD; 6 X 10;, 6 X 10
13438,BROADSIDE; 5.25 X 8;, 5.25 X 8
13439,FOLDER; ILLUS; COL; 5.25X7.5;, 5.25X7.5
13440,FOLDER; 6.75X10.5;, 6.75X10.5
13441,BOOKLET; ILLUS; COL; 5.5X8.5;, 5.5X8.5
13442,FOLDER; ILLUS; 5.5X7.0;, 5.5X7.0
13443,CARD; ILLUS; 5.75X8.5;, 5.75X8.5
13444,FOLDER; ILLUS; 4.5X5.5;, 4.5X5.5
13445,CARD; 5.25X7.75;, 5.25X7.75
13448,CARD;ILLUS;COL;4X7.25;,4X7.25
13449,FOLDER;ILLUS;COL;3.25X5.5;,3.25X5.5
13451,BROADSIDE; ILLUS; COL; 5 X 7.75;, 5 X 7.75
13454,BROADSIDE; ILLUS; COL; 4.75X7.5;, 4.75X7.5
13455,BROADSIDE; ILLUS; COL; 5X7.75;, 5X7.75
13456,BROADSIDE; ILLUS; 4.75X7.5;, 4.75X7.5
13457,CARD; ILLUS; COL; 3.25X5;, 3.25X5
13459,BROADSIDE; ILLUS; 4.5X7.25;, 4.5X7.25
13462,CARD; ILLUS; 5.5 X 7;, 5.5 X 7
13464,BROADSIDE; EMBLEM; 5.5 X 7;, 5.5 X 7
13465,BROADSIDE; EMBLEM; 5.5 X 7;, 5.5 X 7
13470,CARD; ILLUS; 3.5X5.75;, 3.5X5.75
13472,CARD; ILLUS; COL; 7X9.75;, 7X9.75
13473,,
13474,CARD; ILLUS; COL; 5X7;, 5X7
13475,CARD; ILLUS; COL; 5X7;, 5X7
13477,CARD; 4.25X7;, 4.25X7
13478,CARD; COL; 5.75X7.75;, 5.75X7.75
13479,CARD; COL; 4.25X6.25;, 4.25X6.25
13480,FOLDER; ILLUS; COL; 6.5X11;, 6.5X11
13481,CARD; 5.5 X 7.5;, 5.5 X 7.5
13484,CARD; 4.5 X 5.75;, 4.5 X 5.75
13485,BROADSIDE; ILLUS. BORDER; COL; 4.75 X 6.5;, 4.75 X 6.5
13486,BROADSIDE; EMBLEM; 4.25 X 7;, 4.25 X 7
13489,BROADSIDE; CLUB EMBLEM; 5.5 X 7.5;, 5.5 X 7.5
13490,FOLDER; 5.5 X 8.5;, 5.5 X 8.5
13493,BROADSHEET;ILLLUS;COL;6.75X9.75;,6.75X9.75
13498,CARD;ILLUS;5X8;,5X8
13500,CARD; 6 X 10.5;, 6 X 10.5
13501,CARD; 5.5 X 9.5;, 5.5 X 9.5
13503,CARD; 6.25 X 10.75;, 6.25 X 10.75
13504,CARD; COL; 4.25 X 7;, 4.25 X 7
13505,CARD; COL; ILLUS; 5.25 X 8;, 5.25 X 8
13506,CARD; ILLUS; 5X8;, 5X8
13510,BROADSIDE; ILLUS; 5.5X7.75;, 5.5X7.75
13516,BOOKLET JOINED BY RIBBON; ILLUS; COL; 5.5 X 9.25;, 5.5 X 9.25
13519,BROADSIDE; ILLUS BORDER; COL;5.25 X 7.75;,5.25 X 7.75
13522,CARD;COL;4.25X7;,4.25X7
13523,BROADSIDE; 5.5 X 7.75;, 5.5 X 7.75
13527,BROADSIDE; 5.5 X 7.75;, 5.5 X 7.75
13531,BROADSIDE; 4.5 X 7;, 4.5 X 7
13532,BROADSIDE; ILLUS; 5.25 X 7.5;, 5.25 X 7.5
13533,BROADSIDE; ILLUS; COL; 5 X 8.5;, 5 X 8.5
13535,BROADSIDE; ILLUS; COL; 5.25 X 7.75;, 5.25 X 7.75
13536,CARD; ILLUS; 4X6;, 4X6
13537,CARD; 4.5X7;, 4.5X7
13538,FOLDER; ILLUS; COL; 4.5X7;, 4.5X7
13540,CARD; COL; 3.5X5.5;, 3.5X5.5
13541,FOLDER; 3.25X5.75;, 3.25X5.75
13543,CARD; ILLUS; COL; 4.5X6.5;, 4.5X6.5
13544,FOLDER; ILLUS; 5.5X4;, 5.5X4
13546,CARD; ILLUS; 5.25 X 7.5;, 5.25 X 7.5
13547,CARD; COL; 6 X 10.25;, 6 X 10.25
13548,BOOKLET;  7 X 6;,  7 X 6
13549,BOOKLET; RIBBON TRIM; ILLUS; COL; 5.75 X 7.5;, 5.75 X 7.5
13550,BROADSIDE; 4.5 X 7.5;, 4.5 X 7.5
13551,BROADSIDE; 4.5 X 7.5;, 4.5 X 7.5
13552,BROADSIDE; 4 X 7;, 4 X 7
13553,BROADSHEET; 5.25 X 8.5;, 5.25 X 8.5
13554,FOLDER; GOLD FIGURE; COL; 6.75 X .5;, 6.75 X .5
13557,BROADSIDE; ILLUS; 5.25 X 7.5;, 5.25 X 7.5
13558,BROADSIDE; ILLUS; 5.25 X 7.5;, 5.25 X 7.5
13559,BROADSIDE; ILLUS; 5.25 X 7.5;, 5.25 X 7.5
13560,BROADSIDE; 4 X 7;, 4 X 7
13561,BROADSIDE; 4.5 X 7.5;, 4.5 X 7.5
13562,BROADSIDE; EMBLEM; 5.5 X 8.5;, 5.5 X 8.5
13563,BOKLET;ILLUS; COL; 5 X 7.5;, 5 X 7.5
13564,FOLDER; ILLUS; COL; 4.25X8;, 4.25X8
13565,FOLDER; ILLUS; 5.5X9;, 5.5X9
13566,CARD; ILLUS; COL; 5.5X7;, 5.5X7
13567,CARD; ILLUS; COL; 5.5X7;, 5.5X7
13568,CARD; ILLUS; COL; 5.5X6.75;, 5.5X6.75
13569,BROADSHEET;5.5X7.75;,5.5X7.75
13570,BROADSHEET; COL; ILLUS; 10.25 X 9.5;, 10.25 X 9.5
13571,CARD;ILLUS;COL;5X8;,5X8
13572,CARD;ILLUS;COL;5X8;,5X8
13573,CARD;ILLUS;COL;5X8;,5X8
13574,CARD;ILLUS;COL;5.5X8.8;,5.5X8.8
13575,BOOKLET;ILLUS;COL;4X7;,4X7
13576,FOLDER;ILLUS;COL;5X6;,5X6
13582,BOOKLET;ILLUS;COL;5.5X7;,5.5X7
13583,CARD;ILLUS;6X9.5;,6X9.5
13584,CARD;ILLUS;6X9.5;,6X9.5
13585,FOLDER; ILLUS; 7X12;, 7X12
13586,FOLDER; ILLUS; COL; 7X11;, 7X11
13587,FOLDER; ILLUS; COL; 7X11;, 7X11
13588,FOLDER; ILLUS; 7.5X12.5;, 7.5X12.5
13589,CARD; ILLUS; COL; 7X11.5;, 7X11.5
13590,CARD; ILLUS; COL; 4.5 X 7;, 4.5 X 7
13591,,
13592,CARD; 4.5 X 7;, 4.5 X 7
13593,CARD; 4.25 X 6.25;, 4.25 X 6.25
13594,CARD; 4 X 6.25;, 4 X 6.25
13595,CARD; COL; ILLUS; 5.5 X 8;, 5.5 X 8
13596,CARD; ILLUS; COL; 5.5X8.5;, 5.5X8.5
13597,CARD; 6.25X9.75;, 6.25X9.75
13598,BROADSIDE; 4.5 X 6.75;, 4.5 X 6.75
13599,BROADSIDE; 4.5 X 6.75;, 4.5 X 6.75
13600,CARD; ILLUS; 4.5X7.5;, 4.5X7.5
13601,CARD; ILLUS; COL; 5.0X6.25;, 5.0X6.25
13602,FOLDER; ILLUS; COL; 4.75X6;, 4.75X6
13603,FOLDER; ILLUS; 5X7;, 5X7
13605,FOLDER; ILLUS; COL; 5X7.5;, 5X7.5
13606,FOLDER;ILLUS; 8.5 X 13;, 8.5 X 13
13607,CARD; ILLUS; COL; 3.25X5;, 3.25X5
13608,CARD; ILLUS; COL; 4.5X6.5;, 4.5X6.5
13609,CARD; ILLUS; COL; 4.5X6.5;, 4.5X6.5
13610,CARD; ILLUS; COL; 4.5X6.5;, 4.5X6.5
13611,CARD; 3.25X5.25;, 3.25X5.25
13612,BROADSHEET; ILLUS; COL; 10.75X9;, 10.75X9
13613,FOLDER;ILLUS.COVER; 5.25 X 7.5;, 5.25 X 7.5
13615,BROADSIDE; EMBLEM; 5.5 X 7;, 5.5 X 7
13616,BROADSIDE; EMBLEM; 5.5 X 7;, 5.5 X 7
13619,FOLDER; 7X11;, 7X11
13621,CARD; 5.5X7;, 5.5X7
13622,FOLDER; ILLUS; 6.75X11;, 6.75X11
13623,FOLDER; 7X11;, 7X11
13624,CARD; 7X11;, 7X11
13625,CARD; 7X11;, 7X11
13626,FOLDER; ILLUS; COL; 6.5X8.5;, 6.5X8.5
13627,CARD; ILLUS; COL; 4X6.5;, 4X6.5
13628,CARD; ILLUS; COL; 5.5X9.25;, 5.5X9.25
13630,BOOKLET;ILLUS; GOLD HOTEL EMBLEM;5.5 X 8.25;,5.5 X 8.25
13631,BROADSIDE; ILLUS; COL; 6.25 X 13;, 6.25 X 13
13633,BROADSIDE; COL;5.75 X 9;,5.75 X 9
13634,BROADSIDE; COL; 4.25 X 6.75;, 4.25 X 6.75
13635,FOLDER; COL; 6.75 X 10.75;, 6.75 X 10.75
13636,FOLDER; ILLUS; COL; 5 X 7;, 5 X 7
13637,BROADSHEET;ILL;COL;5.5X8.75;,5.5X8.75
13640,CARD;ILL;COL;4.25X6.75;,4.25X6.75
13641,CARD;ILL;COL;4.5X7.5;,4.5X7.5
13642,CARD;ILL;3.5X9.25;,3.5X9.25
13643,CARD;ILL;5.5X7.5;,5.5X7.5
13645,FOLDER;ILL;COL;5.5X8.75;,5.5X8.75
13646,BROADSHEET;5.75X8.75;,5.75X8.75
13648,CARD;4X5;,4X5
13649,CARD;5.5X6.6;,5.5X6.6
13650,CARD;5.5X6.6;,5.5X6.6
13651,FOLDER; ILLUS; 5.5X8.5;, 5.5X8.5
13652,CARD,
13653,FOLDER; ILLUS; 5.5X7;, 5.5X7
13654,BROADSIDE; ILLUS; COL; 5.25X8.25;, 5.25X8.25
13655,BOOKLET; ILLUS; COL; 6.5X6.5;, 6.5X6.5
13657,BOOKLET; ILLUS; COL; 5.25 X 6.25;, 5.25 X 6.25
13658,CARD; 4.5 X.6.5;, 4.5 X.6.5
13659,CARD; 4.5 X.6.5;, 4.5 X.6.5
13660,FOLDER; ILLUS; 5.25 X 7;, 5.25 X 7
13663,FOLDER; COL; ILLUS; 4.75 X 6;, 4.75 X 6
13664,BROADSHEET; 5.5X7.75;, 5.5X7.75
13665,FOLDER; ILLUS; 5.5 X 7;, 5.5 X 7
13667,BROADSIDE; ILLUS; 4.5 X 7;, 4.5 X 7
13668,BROADSIDE; SILVER TRIM; 5 X 7;, 5 X 7
13669,BROADSHEET; 6 X 11;, 6 X 11
13670,"FOLDER; ILLUS, ON EACH PAGE; COL; 6.5 X 9.75;", 6.5 X 9.75
13671,BROADSHEET; ILLUS; COL; 10.75X9;, 10.75X9
13672,BROADSIDE; 5.25 X 7.75;, 5.25 X 7.75
13673,BROADSIDE; 5.25 X 7.75;, 5.25 X 7.75
13674,"BROADSHEET, ILLUS; COL; 10 X 9.25;", 10 X 9.25
13675,CARD; COL; 4.25 X 6.75;, 4.25 X 6.75
13676,CARD; ILLUS; COL; 4.5 X 7.25;, 4.5 X 7.25
13678,BOOKLET; 6 X 6.75;, 6 X 6.75
13679,BOOKLET; COL; ILLUS; 4.5 X 8.75;, 4.5 X 8.75
13680,BROADSHEET; ILLUS; 4.25 X 8;, 4.25 X 8
13684,CARD; COL; 4.5 X 6.5;, 4.5 X 6.5
13685,CARD; COL; ILLUS; 5 X 7.25;, 5 X 7.25
13687,BROADSIDE; ILLUS; COL; 5.5 X 8.5;, 5.5 X 8.5
13688,BROADSIDE; ILLUS; COL; 5.5 X 8.5;, 5.5 X 8.5
13689,BROADSIDE; COL; 4.5 X 7;, 4.5 X 7
13690,BROADSIDE; COL; 4.5 X 7;, 4.5 X 7
13691,BROADSIDE; COL; 4.5 X 7.25;, 4.5 X 7.25
13692,BROADSIDE; COL; 4.5 X 7.25;, 4.5 X 7.25
13693,CARD;5.5X6.6;,5.5X6.6
13694,CARD;5.5X6.6;,5.5X6.6
13695,FOLDER; ILLUS; 6.25X9.5;, 6.25X9.5
13696,FOLDER; ILLUS; 4.5X5.25;, 4.5X5.25
13697,BROADSIDE; 7.75X11.25;, 7.75X11.25
13698,CARD; ILLUS; 6 x 9.75 in., ILLUS
13699,CARD; ILLUS; 4.75X7.25;, 4.75X7.25
13700,CARD; ILLUS; 4.75X6.75;, 4.75X6.75
13701,CARD; ILLUS; COL; 5.5X8.25;, 5.5X8.25
13703,CARD; ILLUS; COL; 5.5X8.25;, 5.5X8.25
13704,CARD; ILLUS; COL; 5X7.5;, 5X7.5
13705,FOLDER; ILLUS; 6X9;, 6X9
13706,BROADSIDE; ILLUS; 5.75X8.5;, 5.75X8.5
13707,BROADSIDE; COL; ILLUS; 5.5 X 8.5;, 5.5 X 8.5
13708,FOLDER; 5 X 6;, 5 X 6
13709,CARD; COL; 3.75 X 8.75;, 3.75 X 8.75
13710,FOLDER; 6 X 9.25;, 6 X 9.25
13711,CARD; 4.75 X 6.5;, 4.75 X 6.5
13712,,
13713,CARD; 6.0X8.0;, 6.0X8.0
13714,"FOLDER; ILLUS, COVER;3 X 7.75;",3 X 7.75
13715,FOLDER; ILLUS COVER; 3 X 7.75;, 3 X 7.75
13717,BROADSHEET; ILLUS; COL; 10.5 X 9.25;, 10.5 X 9.25
13718,BROADSIDE; ILLUS BORDER; 5.25 X 7.75;, 5.25 X 7.75
13719,BROADSHEET; ILLUS OF JAPANESE CHILDREN IN COLOR; 10.25 X 9.75;, 10.25 X 9.75
13720,FOLDER; ILLUS ON EVERY PAGE IN COLOR; 4.5 X 6.5;, 4.5 X 6.5
13721,BROADSIDE; ILLUS BORDER; 5.25 X 7.75;, 5.25 X 7.75
13722,BROADSIDE; ILLUS BORDER; 5.25 X 7.75;, 5.25 X 7.75
13723,FOLDER; ILLUS COVER; 3 X 7.75;, 3 X 7.75
13724,FOLDER; ILLUS COVER; 3 X 7.75;, 3 X 7.75
13728,BROADSIDE; COL; 4.5 X 7.25;, 4.5 X 7.25
13729,BROADSIDE; ILLUS;5 X 7.5;,5 X 7.5
13730,BROADSHEET; COL; 5.25 X 8.5;, 5.25 X 8.5
13731,FOLDER; ILLUS; CO; 5.5 X 9;, 5.5 X 9
13732,BROADSHEET; COL; 5.5 X 8;, 5.5 X 8
13735,BROADSIDE; ILLUS; 8.25 X 13.25;, 8.25 X 13.25
